Recording,Participant,Timeline,TOI,Interval,Media,AOI,Chin,Forehead,L_Cheek,L_Ear,L_Eye,Mouth,Nose,R_Cheek,R_Ear,R_Eye,Last_key_press,Total_duration_of_fixations,Average_duration_of_fixations,Minimum_duration_of_fixations,Maximum_duration_of_fixations,Number_of_fixations,Time_to_first_fixation,Duration_of_first_fixation,Last_AOI_viewed,AOI_at_interval_end,Average_pupil_diameter,Total_duration_of_whole_fixations,Average_duration_of_whole_fixations,Minimum_duration_of_whole_fixations,Maximum_duration_of_whole_fixations,Number_of_whole_fixations,Time_to_first_whole_fixation,Duration_of_first_whole_fixation,Average_whole-fixation_pupil_diameter,Total_duration_of_Visit,Average_duration_of_Visit,Minimum_duration_of_Visit,Maximum_duration_of_Visit,Number_of_Visits,Time_to_first_Visit,Duration_of_first_Visit,Total_duration_of_Glances,Average_duration_of_Glances,Minimum_duration_of_Glances,Maximum_duration_of_Glances,Number_of_Glances,Time_to_first_Glance,Duration_of_first_Glance,Number_of_mouse_clicks,Time_to_first_mouse_click,Time_from_first_fixation_to_mouse_click,Number_of_mouse_clicks_and_releases,Time_to_first_mouse_click_and_release,Time_from_first_fixation_to_mouse_click_and_release,Number_of_saccades_in_AOI,Time_to_entry_saccade,Time_to_exit_saccade,Peak_velocity_of_entry_saccade,Peak_velocity_of_exit_saccade,Character_index,Word_index,Sentence_index,AOI_string,Text_unit_type,Number_of_units,First-pass_first_fixation_duration,First-pass_duration,Selective_regression-path_duration,First-pass_regression,Total_duration_of_fixations,Regression-path_duration,Re-reading_duration
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Nose,,,,,,,Nose,,,,Space,1008,202,125,333,5,500109,142,R_Eye,,3.35124,1008,202,125,333,5,500109,142,3.35124,1008,202,125,333,5,500109,142,1192,238,142,350,5,500059,192,0,,,0,,,0,500059,500250,266.72,154.57,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Nose,,,,,,,Nose,,,,Space,942,235,225,242,4,342291,242,R_Eye,,3.29472,942,235,225,242,4,342291,242,3.29472,942,235,225,242,4,342291,242,1058,265,242,275,4,342258,275,0,,,0,,,0,343232,342533,62.42,276.52,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Nose,,,,,,,Nose,,,,Space,725,121,67,217,6,425901,92,R_Eye,,3.53491,725,121,67,217,6,425901,92,3.53491,767,153,67,250,5,425901,250,917,183,75,300,5,425851,300,0,,,0,,,1,427225,426151,265.74,288.27,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Nose,,,,,,,Nose,,,,Space,1181,236,73,425,5,552847,73,R_Eye,,3.26905,1108,277,125,425,4,554077,300,3.28203,1181,236,73,425,5,552847,73,1356,271,73,475,5,552847,73,0,,,0,,,0,554052,554377,156.66,255.35,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Nose,,,,,,,Nose,,,,Space,1702,170,83,317,10,192619,219,R_Eye,,3.26155,1008,168,108,317,6,192871,125,3.26366,2294,459,125,883,5,192619,377,2402,480,150,917,5,192619,377,0,,,0,,,2,193871,192996,173.58,325.17,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Nose,,,,,,,Nose,,,,Space,1915,192,32,392,10,461231,32,R_Eye,,3.22476,1883,209,125,392,9,461280,125,3.221,2048,410,183,592,5,461231,357,2182,436,225,608,5,461231,357,0,,,0,,,5,462013,461588,268.47,216.1,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Nose,,,,,,,Nose,,,,Space,2307,231,116,367,10,267701,116,R_Eye,,3.42901,2191,243,175,367,9,267858,242,3.42656,2415,403,175,617,6,267701,399,2632,439,233,633,6,267701,399,0,,,0,,,4,268491,268100,296.48,215.08,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Nose,,,,,,,Nose,,,,Space,1782,178,83,399,10,213485,92,R_Eye,,3.37921,1100,157,83,283,7,213735,83,3.356,2224,371,158,508,6,213485,492,2432,405,183,550,6,213469,508,0,,,0,,,2,215327,213977,161.33,236.08,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Nose,,,,,,,Nose,,,,Space,2409,241,142,517,10,440965,167,R_Eye,,3.27606,1725,216,142,342,8,441157,142,3.26302,2684,447,142,958,6,440965,334,2867,478,192,983,6,440965,334,0,,,0,,,3,441749,442132,193.36,273.11,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Nose,,,,,,,Nose,,,,Space,2567,197,92,276,13,527980,158,R_Eye,,3.1078,2133,194,92,275,11,528164,183,3.08323,3059,510,183,992,6,527980,367,3200,533,233,1025,6,527980,367,0,,,0,,,5,531063,528347,332.86,300.7,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Nose,,,,,,,Nose,,,,Space,650,217,75,458,3,391088,75,R_Eye,,3.41212,575,287,117,458,2,394938,117,3.41636,650,217,75,458,3,391088,75,692,231,75,483,3,391088,75,0,,,0,,,0,395887,395054,166.75,147.31,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Nose,,,,,,,Nose,,,,Space,1044,209,150,275,5,311433,169,R_Eye,,3.16452,875,219,150,275,4,311653,150,3.11294,1094,274,175,369,4,311433,369,1186,296,208,369,4,311433,369,0,,,0,,,1,312694,311803,232.86,309.76,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Cheek,,,,,,,,R_Cheek,,,Space,275,275,275,275,1,374548,275,R_Eye,,3.33085,275,275,275,275,1,374548,275,3.33085,275,275,275,275,1,374548,275,308,308,308,308,1,374515,308,0,,,0,,,0,374515,374823,130.18,229.42,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Cheek,,,,,,,,R_Cheek,,,Space,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Cheek,,,,,,,,R_Cheek,,,Space,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Cheek,,,,,,,,R_Cheek,,,Space,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Cheek,,,,,,,,R_Cheek,,,Space,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Cheek,,,,,,,,R_Cheek,,,Space,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Cheek,,,,,,,,R_Cheek,,,Space,142,142,142,142,1,344624,142,R_Eye,,3.09674,142,142,142,142,1,344624,142,3.09674,142,142,142,142,1,344624,142,175,175,175,175,1,344591,175,0,,,0,,,0,,344766,,319.8,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Cheek,,,,,,,,R_Cheek,,,Space,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Cheek,,,,,,,,R_Cheek,,,Space,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Cheek,,,,,,,,R_Cheek,,,Space,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Cheek,,,,,,,,R_Cheek,,,Space,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Cheek,,,,,,,,R_Cheek,,,Space,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Cheek,,,,,,,,R_Cheek,,,Space,533,533,533,533,1,214793,533,R_Eye,,3.59164,533,533,533,533,1,214793,533,3.59164,533,533,533,533,1,214793,533,558,558,558,558,1,214768,558,0,,,0,,,0,214768,215327,197.17,161.33,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Cheek,,,,,,,,R_Cheek,,,Space,133,133,133,133,1,447473,133,R_Eye,,3.13045,133,133,133,133,1,447473,133,3.13045,133,133,133,133,1,447473,133,183,183,183,183,1,447423,183,0,,,0,,,0,447423,447606,304.9,148.14,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Cheek,,,,,,,,R_Cheek,,,Space,317,317,317,317,1,534080,317,R_Eye,,3.00976,317,317,317,317,1,534080,317,3.00976,317,317,317,317,1,534080,317,358,358,358,358,1,534038,358,0,,,0,,,0,534038,534396,99.77,206.6,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Cheek,,,,,,,,R_Cheek,,,Space,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Cheek,,,,,,,,R_Cheek,,,Space,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,1117,279,150,367,4,292872,292,R_Eye,,3.31725,825,275,150,367,3,293363,367,3.33238,1133,378,150,692,3,292872,292,1242,414,192,733,3,292847,317,0,,,0,,,1,292847,294055,167.13,264.19,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,225,225,225,225,1,502850,225,R_Eye,,3.30188,0,,,,0,,,,225,225,225,225,1,502850,225,267,267,267,267,1,502808,267,0,,,0,,,0,502808,,309.63,,,,,,,,,,,,,,
PDGFRa_1,PDGFRa,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Ear,,,,,,,,,R_Ear,,Space,0,,,,0,,,R_Eye,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
